doc_idx,true_label,kmeans_k2_s0,kmeans_k2_s1,kmeans_k2_s2,kmeans_k5_s0,kmeans_k5_s1,kmeans_k5_s2,kmeans_k10_s0,kmeans_k10_s1,kmeans_k10_s2,kmeans_k20_s0,kmeans_k20_s1,kmeans_k20_s2,gmm_k2_s0,gmm_k2_s1,gmm_k2_s2,gmm_k5_s0,gmm_k5_s1,gmm_k5_s2,gmm_k10_s0,gmm_k10_s1,gmm_k10_s2,gmm_k20_s0,gmm_k20_s1,gmm_k20_s2,spectral_k2_s0,spectral_k2_s1,spectral_k2_s2,spectral_k5_s0,spectral_k5_s1,spectral_k5_s2,spectral_k10_s0,spectral_k10_s1,spectral_k10_s2,spectral_k20_s0,spectral_k20_s1,spectral_k20_s2,ward_k2,ward_k5,ward_k10,ward_k20,leiden_k2_s0,leiden_k2_s1,leiden_k2_s2,leiden_k5_s0,leiden_k5_s1,leiden_k5_s2,leiden_k10_s0,leiden_k10_s1,leiden_k10_s2,leiden_k20_s0,leiden_k20_s1,leiden_k20_s2
689,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
690,business,0,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,13,13,3,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
691,tech,1,1,1,1,4,3,1,8,8,19,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
692,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
693,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,8,10,7,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
694,business,1,1,1,4,1,1,7,4,5,17,4,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,17,0,0,0,1,0,0,2,2,3,16,16,16
695,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
696,tech,1,1,1,1,4,3,1,8,8,9,8,7,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,0,0,0,9,5,3,17,11,2,2,4,8,13,0,0,0,0,1,1,1,1,1,7,12,6
697,politics,0,0,0,0,2,4,0,1,3,12,16,14,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
698,business,0,1,1,4,1,1,5,6,1,5,6,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,11,18
699,sport,1,0,0,2,3,2,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
700,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
701,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
702,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
703,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
704,politics,0,1,1,0,2,4,5,1,3,5,15,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,0,0,2,0,1,5,2,5,10,20,0,0,0,2,0,0,0,0,0,15,11,18
705,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
706,tech,1,1,1,1,4,3,1,8,7,1,10,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,9,5,10
707,tech,1,1,1,1,4,3,1,8,7,1,10,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
708,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
709,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
710,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
711,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,0,0,0,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
712,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
713,politics,0,1,1,0,2,4,0,1,3,12,18,14,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
714,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
715,entertainment,1,0,0,2,3,2,2,5,0,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
716,politics,0,1,1,0,2,4,5,1,3,4,18,11,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,11,0
717,sport,1,0,0,3,0,0,3,7,4,13,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
718,politics,0,1,1,0,2,4,5,1,3,4,1,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
719,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
720,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
721,business,1,1,1,4,1,1,7,4,5,17,4,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,18,0,0,0,1,0,0,2,2,3,16,16,16
722,sport,0,0,0,0,2,4,3,7,4,3,18,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
723,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
724,business,1,1,1,4,1,1,5,6,1,4,15,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,11
725,business,1,1,1,4,1,1,7,4,5,7,15,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
726,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
727,politics,0,1,1,0,2,4,0,1,3,16,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,11,0,0,0,2,0,0,0,0,0,10,14,4
728,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
729,entertainment,1,1,1,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,8,10,7,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
730,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
731,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
732,sport,1,0,0,3,0,0,6,2,4,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
733,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
734,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,16,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
735,tech,1,1,1,1,4,3,1,8,8,9,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
736,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
737,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,2,0,0,0,0,2,2,7,7,6,6,8,7
738,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
739,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
740,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
741,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
742,sport,1,0,0,3,0,0,6,2,0,6,2,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
743,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
744,politics,0,1,1,0,2,4,5,1,3,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,0
745,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,14
746,tech,1,1,1,1,4,3,1,8,8,19,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
747,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
748,business,1,1,1,4,1,1,7,4,5,17,4,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,17,0,0,0,1,0,0,2,2,3,16,16,16
749,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
750,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
751,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,11
752,sport,1,0,0,3,0,0,3,7,4,3,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
753,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
754,entertainment,1,0,0,2,3,2,2,5,9,15,19,12,0,1,1,2,2,2,2,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,18,17,14
755,entertainment,1,0,0,2,3,2,2,5,0,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
756,politics,0,1,1,0,2,4,5,1,3,16,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,8,3,4
757,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
758,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
759,sport,1,0,0,3,0,0,6,2,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
760,tech,1,1,1,1,4,3,1,8,8,10,8,8,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
761,business,1,1,1,4,1,1,7,2,5,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
762,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
763,politics,0,1,1,0,2,4,0,1,3,16,13,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,10,3,4
764,entertainment,1,0,0,2,3,2,2,5,9,15,19,9,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,2,2,0,0,0,0,2,2,3,3,4,18,17,14
765,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
766,business,1,1,1,1,4,3,1,8,7,9,14,10,0,1,1,2,4,2,5,4,6,17,11,15,0,0,0,1,3,2,9,5,3,3,19,18,2,5,9,18,0,0,0,0,1,1,1,1,1,11,9,9
767,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
768,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
769,politics,0,1,1,0,2,4,0,1,3,16,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,0
770,sport,1,0,0,3,0,0,6,2,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
771,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
772,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
773,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
774,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
775,sport,1,0,0,3,0,0,6,2,0,6,2,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
776,sport,1,0,0,3,0,0,6,2,0,6,2,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
777,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
778,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,7,10,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
779,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
780,politics,0,1,1,0,2,4,5,1,3,4,18,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,15,11,11
781,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,16,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
782,politics,0,1,1,0,2,4,5,1,6,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
783,business,1,1,1,4,1,1,5,4,3,5,15,3,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,10,20,0,0,0,1,0,0,2,2,3,1,11,18
784,business,1,1,1,4,1,1,5,4,5,5,15,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,15,11,18
785,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
786,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
787,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
788,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
789,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
790,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
791,tech,1,1,1,1,4,3,1,8,8,10,11,13,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
792,tech,1,1,1,1,4,3,1,8,8,9,8,7,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,0,0,0,9,5,3,17,11,2,2,4,8,13,0,0,0,0,1,1,1,1,1,7,12,6
793,politics,0,1,1,0,2,4,0,1,6,16,16,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,12,0,0,0,2,0,0,0,0,0,10,14,4
794,tech,1,1,1,1,4,3,1,8,7,1,11,7,0,1,1,2,4,2,5,4,6,17,11,15,0,0,0,1,3,2,9,5,3,3,19,18,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
795,sport,1,0,0,3,0,0,6,2,0,6,2,0,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
796,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
797,entertainment,1,1,1,2,3,2,2,5,9,15,19,13,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,2,2,0,0,0,0,2,2,3,3,4,18,17,14
798,business,1,1,1,4,1,1,8,6,1,19,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
799,tech,1,1,1,1,4,3,1,8,8,16,8,7,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
800,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
801,politics,0,1,1,0,2,4,5,1,3,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
802,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
803,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
804,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
805,business,1,1,1,4,1,1,8,4,1,19,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
806,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
807,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
808,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,2,2,3,17,18,17
809,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,8
810,tech,1,1,1,1,4,3,1,8,7,9,11,7,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,3,11,18,2,4,8,13,0,0,0,0,1,1,1,1,1,11,9,9
811,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
